"Word1","éOìáóRãIïv47_ìêëØ","éOìáóRãIïv49_âºñ ÇÃçêîí","éOìáóRãIïv50_à§ÇÃäâÇ´","éOìáóRãIïv50_ì˙ójì˙","éOìáóRãIïv50_âìèÊâÔ","éOìáóRãIïv50_ê¬ÇÃéûë„","éOìáóRãIïv52_ñßñÚ","éOìáóRãIïv53_óë","éOìáóRãIïv53_í™ëõ","éOìáóRãIïv54_éçÇèëÇ≠è≠îN","éOìáóRãIïv55_íæÇﬂÇÈëÍ","éOìáóRãIïv55_äCÇ∆ó[èƒ","éOìáóRãIïv56_ã‡ätéõ","éOìáóRãIïv57_èóï˚","éOìáóRãIïv60_ïSñúâ~ê˜ñ›","éOìáóRãIïv61_óJçë","éOìáóRãIïv62_ñXéqÇÃâ‘","éOìáóRãIïv62_åé","éOìáóRãIïv63_â¬à£ÇªÇ§Ç»ÉoÉo","éOìáóRãIïv65_åé‡WëëäÔÊù","éOìáóRãIïv66_çrñÏÇÊÇË","éOìáóRãIïv67_éûåv","éOìáóRãIïv69_óñóÀâ§","êÏí[çNê¨26_à…ì§ÇÃóxéq","êÏí[çNê¨29_â∑êÚèh","êÏí[çNê¨32_ùRèÓâÃ","êÏí[çNê¨33_éUÇËÇ ÇÈÇ","êÏí[çNê¨33_ã◊èb","êÏí[çNê¨37_ê·çë","êÏí[çNê¨40_ñÈÇÃÇ≥Ç¢Ç±ÇÎ","êÏí[çNê¨40_ïÍÇÃèâóˆ","êÏí[çNê¨42_ñºêl","êÏí[çNê¨46_çƒâÔ","êÏí[çNê¨46_ê∂ñΩÇÃé˜","êÏí[çNê¨49_êÁâHíﬂ","êÏí[çNê¨49_éRÇÃâπ","êÏí[çNê¨50_ïëïP","êÏí[çNê¨53_îgêÁíπ","êÏí[çNê¨54_Ç›Ç∏Ç§Ç›","êÏí[çNê¨56_èóÇ≈Ç†ÇÈÇ±Ç∆","êÏí[çNê¨60_ñ∞ÇÍÇÈî¸èó","êÏí[çNê¨61_å√ìs","êÏí[çNê¨61_î¸ÇµÇ≥Ç∆à£ÇµÇ›Ç∆","êÏí[çNê¨63_ï–òr","êÏí[çNê¨68_èHÇÃñÏÇ…","êÏí[çNê¨69_ó[ì˙ñÏ","êÏí[çNê¨70_îØÇÕí∑Ç≠","êÏí[çNê¨72_éOìáóRãIïv","êÏí[çNê¨72_óFêlÇÃç»"
"Ç”",70,72,95,8,10,50,105,5,51,8,78,7,101,12,11,7,3,4,16,7,3,10,3,0,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"çsÇ¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,7,11,8,64,21,16,42,6,12,30,98,51,30,28,135,18,40,49,6,3,0,3,2,1
"Ç±ÇÒÇ»",33,29,61,7,4,64,93,4,29,5,94,0,61,5,5,7,1,6,10,1,2,3,0,7,9,5,14,7,32,1,4,14,5,3,5,9,6,7,9,21,12,5,15,7,0,1,0,1,0
"êg",30,53,32,4,5,30,83,0,42,1,49,8,69,14,5,18,4,5,2,4,5,3,2,7,7,3,5,3,21,1,0,8,3,2,6,15,15,7,23,46,18,18,27,8,0,0,6,0,1
"ïîâÆ",34,22,56,0,0,26,42,2,14,2,50,0,41,4,10,5,3,4,5,1,3,4,2,12,25,12,3,2,44,4,3,48,0,2,4,28,25,13,1,78,22,10,39,9,0,0,2,1,1
"Ç›",27,32,22,3,1,15,20,1,22,4,18,0,24,1,1,3,3,4,4,0,0,3,3,5,3,7,16,3,23,12,5,32,3,5,23,52,28,23,50,77,49,22,45,7,3,0,5,1,2
"å˚",32,22,59,3,1,41,56,8,47,2,60,1,56,5,5,7,2,9,9,8,4,4,2,1,5,3,9,3,11,0,2,13,3,4,19,27,11,6,15,53,22,19,28,6,1,0,3,0,1
"ÇÊÇ≠",35,18,20,3,1,32,29,1,21,2,54,3,40,9,6,13,4,3,9,4,4,2,0,3,11,4,24,7,46,4,15,34,6,9,8,42,16,14,17,52,13,30,23,4,2,0,2,0,0
"åæót",43,29,49,0,1,19,39,0,17,16,25,5,67,3,2,7,0,3,7,2,1,3,1,9,9,8,18,1,19,3,3,10,4,5,24,34,27,11,9,57,9,17,63,6,1,0,2,2,1
"éqãü",23,43,67,3,5,41,33,1,23,0,32,17,13,1,10,2,3,0,4,8,1,4,1,9,23,7,5,22,33,3,22,11,7,1,6,62,11,16,14,62,6,6,13,0,0,0,0,0,0
"è≠Çµ",20,9,17,3,3,14,31,1,9,6,44,2,38,2,9,5,2,0,10,2,2,5,2,7,2,4,12,3,36,10,6,37,6,6,27,58,22,13,18,46,34,49,31,5,1,2,2,0,1
"ÇÁ",38,54,62,4,1,60,78,16,63,2,85,8,66,5,6,13,2,24,2,2,1,1,3,4,6,2,2,0,7,2,0,4,0,3,1,5,3,3,0,7,4,7,5,0,1,1,0,0,0
"évÇ–",78,51,63,4,7,50,97,2,53,10,89,5,91,11,4,10,2,4,7,11,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"évÇ¡",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,23,14,53,11,16,19,6,17,38,105,43,24,33,97,31,30,45,1,2,4,4,1,4
"évÇÕ",78,87,78,4,7,55,62,4,25,4,71,2,120,7,3,8,8,4,4,6,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ïΩ",0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0
"Ç©ÇØ",31,31,35,4,9,20,37,3,33,2,38,2,60,2,4,6,6,5,2,6,4,7,0,1,6,2,13,2,7,0,1,8,3,2,8,42,25,10,20,78,22,16,24,3,0,1,3,0,0
"Ç‰Ç≠",50,27,57,3,2,23,23,2,42,3,45,9,56,12,6,3,1,2,3,5,5,4,1,0,1,3,2,2,17,2,3,18,5,6,4,12,15,16,26,59,17,22,15,3,3,1,1,1,2
"é“",31,44,25,4,3,41,71,5,26,1,51,9,72,6,0,1,1,2,1,3,7,3,0,6,11,7,36,6,5,6,1,46,7,5,4,12,7,7,15,14,11,7,9,1,2,1,1,1,2
"àÍÇ¬",41,62,32,3,3,33,39,2,22,9,29,1,69,5,9,15,5,6,6,4,1,2,7,11,12,12,10,9,19,6,2,18,2,2,3,19,9,5,10,20,6,14,18,3,1,1,3,0,1
"Ç‹Ç‹",12,31,38,4,1,19,29,3,29,0,28,1,60,2,5,5,6,4,1,4,5,2,0,14,10,0,6,12,30,6,7,21,5,2,15,39,23,9,17,34,18,11,30,10,1,1,1,0,3
"Ç»Ç©Ç¡",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,5,0,31,6,35,4,8,47,10,21,22,72,25,9,47,90,43,30,77,16,1,0,5,1,2
"òVêl",7,2,13,0,0,2,11,0,7,0,3,3,17,0,0,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,1,0,103,5,393,0,0,0,0,0,0,0,0
"Ç‹",56,56,72,4,5,73,60,1,44,4,54,5,69,6,5,5,0,7,1,1,3,8,1,1,1,3,1,1,1,1,0,2,0,1,0,6,6,0,3,16,7,8,12,1,0,0,0,0,0
"ép",21,30,20,1,8,13,37,1,41,2,30,4,61,9,3,10,2,4,0,6,4,0,1,6,6,12,7,2,21,0,3,27,7,2,23,29,30,5,13,33,9,24,33,1,4,1,1,0,1
"êlä‘",31,64,28,1,1,48,71,5,4,4,104,0,72,6,1,1,3,9,3,3,9,1,1,2,1,19,12,9,6,0,1,1,5,1,4,12,12,3,6,10,14,0,12,4,0,0,0,0,0
"Ç†ÇË",30,20,29,2,1,43,53,0,11,1,47,1,48,4,3,4,5,3,1,5,7,3,2,11,4,49,25,5,16,3,6,23,2,2,3,11,7,53,9,12,8,5,10,3,1,0,1,2,2
"Ç©Ç¬",56,58,42,2,2,50,64,6,60,10,90,1,108,4,5,4,0,5,6,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ëã",40,27,42,0,2,13,38,2,46,3,51,0,23,8,3,1,3,9,0,0,13,6,5,1,5,3,2,1,57,0,3,2,1,6,3,22,15,8,22,49,3,5,25,16,0,0,0,0,0
"â∫",29,32,34,4,5,16,34,3,30,3,22,1,38,2,2,10,2,3,2,2,0,5,2,7,3,2,9,4,29,2,2,23,5,1,5,33,13,8,28,61,21,22,20,1,0,1,1,0,0
"òb",32,27,14,2,1,32,21,4,34,3,22,6,22,3,2,1,1,0,9,11,2,5,4,6,6,7,3,5,27,2,8,30,1,4,11,47,24,19,12,64,5,19,13,0,0,0,1,0,4
"Ç±Ç±",15,30,55,8,0,17,48,0,21,3,64,3,43,5,5,9,8,3,1,14,0,2,2,3,5,1,3,0,46,1,2,32,5,6,9,2,9,11,13,29,18,14,7,0,0,0,0,0,2
"ëÂñÿ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,3,7,546,0,0,0,0,0,0
"Ç¬ÇØ",24,22,18,3,5,27,24,5,23,3,43,1,29,1,2,6,2,1,6,3,3,4,0,2,8,9,15,1,20,5,2,14,1,3,9,23,24,9,56,40,18,18,19,11,1,0,1,0,0
"ñÈ",19,17,35,0,1,12,49,0,30,0,35,1,65,1,5,5,1,8,3,4,1,0,5,6,10,4,6,7,27,3,1,11,0,4,5,14,15,12,22,38,25,7,20,15,2,1,4,0,0
"Ç«Ç§",31,33,53,4,5,37,39,0,16,0,44,1,26,2,0,2,0,0,6,2,3,6,1,6,9,4,17,8,32,6,4,11,5,8,3,18,10,7,24,21,13,10,22,1,0,1,0,0,3
"ÇªÇÒÇ»",26,21,52,5,3,44,22,0,8,1,18,0,24,2,2,2,1,9,15,6,0,5,1,2,7,4,28,8,48,3,5,9,7,11,11,20,8,9,5,44,21,15,15,1,1,0,0,0,2
"ÇÕÇ§",12,63,72,4,2,41,92,10,52,12,63,9,74,9,2,4,2,6,7,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"éûä‘",20,28,18,2,0,23,27,2,18,0,33,0,57,3,3,6,2,2,6,1,3,1,2,6,4,3,8,3,16,2,2,132,5,0,3,9,13,5,10,34,4,6,20,0,3,0,0,0,1
"îíÇ¢",15,29,21,2,3,15,41,5,39,2,45,3,58,3,4,9,6,2,0,11,2,4,0,2,13,4,1,0,10,1,2,2,2,0,12,21,8,8,21,42,32,11,24,5,0,0,4,0,1
"ì™",9,16,16,0,6,25,18,1,21,2,14,1,48,2,0,8,1,10,2,2,1,3,8,13,3,3,12,13,23,10,1,18,5,1,16,46,17,4,38,30,15,31,20,5,0,1,0,0,0
"Ç¬Ç¢",11,20,29,5,3,16,32,3,20,5,30,0,21,2,5,1,4,1,2,0,2,2,0,6,8,3,9,0,15,6,5,15,5,2,15,30,18,9,34,48,18,35,31,11,0,0,0,1,0
"êF",16,12,5,5,2,6,14,0,8,9,16,3,34,8,3,0,3,0,4,1,2,3,1,3,8,15,3,3,47,2,0,9,2,3,25,36,20,21,15,43,27,35,58,6,0,1,1,0,0
"óßÇ¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,8,3,7,7,41,6,10,40,11,5,25,71,39,14,27,102,17,40,43,4,1,0,2,1,0
"çs",55,57,72,2,0,42,66,5,46,6,62,5,65,5,3,6,2,4,5,4,6,1,2,0,0,2,3,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"â‘",11,6,14,1,1,2,16,1,11,1,8,2,66,1,5,2,7,1,0,4,0,1,2,3,0,23,4,7,8,2,2,14,1,4,38,59,6,6,17,27,33,64,38,9,0,0,0,0,0
"Ç≠ÇÍ",17,13,23,2,1,18,25,0,23,3,29,2,29,0,0,3,1,1,4,3,2,6,2,19,8,9,9,9,27,3,11,10,1,9,5,21,5,11,24,60,18,12,23,8,6,3,4,3,2
"óÕ",33,44,28,2,3,11,68,1,29,4,39,2,54,6,3,14,0,1,1,1,0,0,0,1,2,11,18,6,10,0,1,25,2,1,5,19,9,3,9,19,11,5,20,0,2,0,0,0,1
"Ç«Ç±",24,31,32,5,5,20,39,0,23,0,38,2,44,9,4,2,2,1,7,3,6,2,0,7,10,6,11,2,36,2,4,13,9,5,5,8,6,7,7,35,12,18,12,3,0,1,3,0,0
"êΩ",0,0,0,0,0,519,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"íi",3,6,0,0,0,1,4,0,19,0,2,0,8,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,455,1,0,0,1,2,0,0,1,0,1,1,0,0,0,0,0,0
"åN",24,34,8,1,0,80,112,2,2,5,50,0,70,4,0,0,0,0,2,0,2,0,1,0,0,0,1,3,63,1,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,33,1
"ìØÇ∂",36,35,20,1,5,21,50,3,22,2,32,4,65,4,0,4,3,2,4,2,2,6,0,10,7,7,9,7,15,3,2,16,2,4,8,15,14,3,10,22,2,1,17,3,1,0,1,0,2
"é·Ç¢",22,19,16,2,5,23,45,0,23,2,29,0,22,8,5,5,2,1,2,3,0,2,0,4,2,2,4,2,7,2,3,16,0,6,2,29,13,1,15,57,39,22,30,7,0,0,2,1,1
"å®",4,26,30,5,0,15,17,5,12,0,19,1,21,3,4,5,0,2,1,2,3,5,0,6,10,0,5,1,15,2,4,4,4,3,23,27,23,8,22,57,25,16,38,27,0,0,0,0,1
"ÇÕÇÍ",48,48,40,5,5,53,52,6,26,6,44,2,109,4,3,12,8,3,2,6,3,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ç†Ç»ÇΩ",40,9,54,4,1,40,58,0,1,0,44,0,6,5,1,0,0,0,10,11,1,0,1,5,0,97,6,2,3,0,8,4,12,0,0,0,0,66,1,1,0,0,0,0,0,0,0,0,2
"Ç†Ç∆",19,32,40,6,4,23,42,6,28,0,40,1,49,7,3,3,1,3,2,5,4,1,7,0,0,1,0,0,3,0,0,0,1,1,2,9,9,2,17,58,18,17,25,2,0,0,0,0,0
"ÇÌÇØ",21,18,28,2,2,30,20,1,10,4,44,0,24,4,1,0,0,1,3,1,0,2,1,1,6,2,5,5,15,5,7,38,4,10,8,45,20,8,23,25,8,12,21,3,1,1,0,0,1
"Ç´",20,29,31,4,2,26,35,4,23,0,36,2,51,7,6,4,6,4,9,6,5,5,2,4,6,0,4,0,6,2,1,10,0,4,6,12,10,3,5,42,19,12,14,3,1,2,2,3,0
"év",33,35,30,1,0,33,75,4,44,10,96,2,73,7,1,10,0,3,5,8,7,8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ç»ÇË",27,35,22,1,4,28,36,2,17,2,37,1,43,5,0,3,2,3,3,3,2,4,1,8,5,19,22,3,15,1,2,23,1,5,3,12,15,13,4,19,6,7,11,2,0,1,1,0,1
"ñl",30,48,17,6,1,119,119,0,1,15,30,0,13,10,0,0,0,0,0,2,0,0,0,0,1,7,2,4,12,5,1,0,5,21,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
"ë´",6,19,36,2,2,20,17,4,25,2,23,1,50,3,1,1,1,1,1,0,1,1,0,7,13,1,11,27,16,2,0,5,3,1,7,22,10,2,61,29,16,11,11,6,0,0,0,0,0
"Ç¢Ç¬Ç‡",23,26,27,3,2,26,57,5,43,5,40,1,40,14,6,5,1,7,8,7,3,2,0,2,4,1,2,1,10,1,2,21,1,0,2,5,13,3,3,21,10,8,11,4,0,0,0,1,0
"ímÇÁ",21,41,36,4,1,9,30,1,24,0,34,2,29,3,1,4,1,4,2,3,6,1,0,2,2,8,5,3,28,2,0,18,1,4,9,30,9,10,8,26,13,16,20,3,0,0,1,0,1
"çlÇ÷",42,48,66,4,6,75,61,5,24,12,49,0,59,2,4,2,1,1,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ç‹Ç¬",40,43,48,3,2,43,49,8,48,6,46,4,68,5,7,4,2,10,9,9,3,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
"Ç¿",26,27,58,8,2,60,70,2,32,5,81,0,39,10,7,6,1,6,15,0,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"è≠èó",16,17,4,0,12,5,3,0,80,4,11,3,0,0,0,0,0,3,2,0,0,0,0,0,2,4,1,4,1,0,3,17,0,0,2,23,35,1,122,36,3,11,40,0,0,0,0,0,0
"ìx",20,33,21,2,1,22,26,1,18,0,47,3,28,2,0,9,3,5,4,4,4,2,3,7,11,5,12,3,21,5,6,15,1,5,4,13,10,9,8,28,14,8,14,0,0,1,2,1,1
"éÄ",85,46,31,0,0,2,21,0,1,0,2,0,46,1,0,36,11,2,0,0,0,0,2,0,2,14,16,9,7,0,2,37,1,18,8,10,1,9,2,8,10,2,7,0,0,1,0,11,0
"åæÇ§",0,0,1,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,7,1,13,2,41,6,17,40,5,5,22,41,34,11,25,88,7,18,39,5,1,1,4,0,1
"çsÇ≠",10,9,11,4,0,11,33,0,16,0,10,5,18,2,2,2,0,2,2,3,0,1,0,16,18,3,1,5,52,2,11,20,2,10,8,26,13,4,14,56,11,12,18,1,5,3,0,1,0
"í©",25,31,29,7,1,14,33,0,19,0,34,0,37,0,0,5,1,0,1,0,8,1,0,7,5,5,6,9,20,1,3,29,2,2,2,35,7,9,1,23,13,9,9,1,2,0,5,0,0
"éw",5,10,38,2,0,11,17,0,11,0,18,0,17,2,2,11,7,4,0,2,0,2,1,2,6,1,6,11,18,4,3,6,0,1,32,9,14,6,23,10,47,5,38,45,0,0,0,0,0
"ÇΩÇæ",7,35,33,2,5,11,28,2,8,2,26,1,47,3,0,5,1,0,5,6,3,3,0,2,8,12,11,3,19,1,4,14,1,3,7,10,11,11,6,16,15,21,23,2,2,3,2,2,4
"êÖ",8,8,28,3,3,6,28,3,34,1,34,4,52,3,2,3,0,0,0,5,0,1,0,5,7,2,0,5,21,2,0,7,0,11,33,24,15,9,9,20,3,17,27,0,0,1,0,0,0
"ëÃ",8,31,40,1,0,21,27,2,31,1,37,0,33,0,7,15,2,1,3,3,2,5,0,4,8,4,9,8,36,0,6,29,3,1,10,14,23,3,3,0,0,4,1,0,0,0,0,0,0
"å„",13,9,10,0,0,9,9,0,5,1,14,0,20,0,0,0,1,0,0,1,0,1,1,7,8,3,12,8,24,2,5,67,4,9,13,48,24,10,59,4,9,3,12,0,0,2,5,3,1
"Ç§",32,26,50,4,4,40,48,1,16,7,54,2,80,13,7,0,5,2,8,7,2,11,0,2,0,0,0,0,2,0,0,1,0,1,0,2,0,0,1,1,1,3,1,0,1,0,0,0,0
"çá",37,60,55,6,1,23,60,7,31,2,50,3,42,4,7,5,6,7,3,1,0,3,2,1,2,1,1,0,1,0,0,3,0,0,0,4,0,0,0,2,0,0,0,0,2,1,0,1,0
"Ç÷ÇÈ",37,47,41,4,5,46,64,4,39,2,49,2,56,3,1,7,0,4,7,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ÇÁÇÍÇÈ",27,35,33,0,3,28,28,4,12,0,22,1,26,7,6,5,2,2,2,1,1,2,2,3,1,2,7,2,10,0,0,15,0,3,6,8,16,5,10,39,8,16,19,2,2,2,1,0,1
"Ç§Çµ",12,26,43,5,3,9,21,0,17,1,27,2,30,3,2,5,1,3,1,3,7,4,0,4,8,0,4,1,13,0,0,11,4,1,12,19,10,7,23,31,12,14,19,4,0,0,0,0,1
"ÇÎ",11,17,34,2,2,10,25,1,19,0,22,0,35,3,2,9,3,3,1,1,7,2,1,4,8,0,5,1,13,0,0,18,4,1,12,19,11,7,23,34,15,13,20,4,0,0,0,0,1
"ÇµÇ‹Ç¡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,18,11,24,15,29,2,13,11,6,2,18,40,17,6,18,80,33,10,36,3,0,0,2,0,2
"ê·",2,27,2,0,0,9,0,1,1,0,100,0,36,11,0,7,1,0,0,0,0,1,0,1,76,6,0,0,106,0,2,2,1,0,0,2,2,0,3,12,0,3,4,0,0,0,0,0,0
"íN",26,42,59,4,2,27,20,4,23,4,49,3,29,2,2,2,0,4,7,9,1,1,0,0,10,2,9,2,18,2,5,12,1,3,1,22,0,1,7,0,0,0,0,0,0,0,0,0,0
"Ç»Ç…",5,4,5,0,0,0,2,0,4,0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,5,13,17,9,48,10,13,12,5,9,11,34,22,18,25,60,26,12,20,12,0,3,0,0,0
"ì¸ÇÍ",18,13,25,1,1,20,15,0,14,0,12,1,18,0,5,1,8,4,1,1,1,4,1,3,3,2,9,9,13,4,5,20,0,1,11,36,13,7,20,35,13,17,22,4,1,1,1,0,0
"í¨",8,5,9,1,1,19,18,0,2,0,50,0,20,3,1,2,0,0,1,2,0,2,0,11,21,4,3,0,15,7,0,6,1,2,1,7,7,63,22,31,5,35,23,1,1,0,0,1,1
"î¸ÇµÇ¢",13,24,12,3,2,10,52,1,27,11,15,1,54,4,2,13,2,3,4,4,0,1,2,6,3,15,4,1,16,1,0,1,0,4,2,12,5,12,8,22,7,14,14,3,0,1,0,0,0
"ê¬îN",35,16,9,5,0,25,158,1,8,1,66,0,8,11,2,4,2,0,2,0,18,0,5,0,0,1,0,0,1,1,0,0,0,0,0,10,1,0,1,9,0,0,0,0,0,0,0,0,0
"â¥",2,2,0,1,0,10,22,3,23,0,106,0,205,1,7,9,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ï‡Ç¢",6,21,26,3,0,24,28,1,8,1,15,1,34,1,4,2,3,3,3,1,2,1,0,5,6,3,2,1,20,1,3,4,4,1,9,19,26,13,28,33,3,16,11,1,0,0,1,0,0
"óßÇ¬",24,31,40,4,5,14,44,2,41,3,39,4,43,2,6,11,1,4,2,10,6,2,0,1,0,1,1,1,2,0,0,6,1,1,4,4,9,3,4,6,1,4,5,0,0,0,0,0,0
"Çø",19,30,22,3,1,45,51,4,27,5,56,2,48,7,4,3,7,6,12,1,5,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,10,6,0,1,0,0,0,0,0,0
"éËéÜ",21,23,12,0,3,8,78,0,30,11,57,0,13,0,0,0,0,0,0,5,0,0,0,2,2,15,5,0,5,0,5,1,0,0,7,10,0,25,3,33,3,0,4,0,1,1,0,0,2
"Ç‡Ç¬",42,52,38,4,4,48,54,2,32,7,38,1,44,5,1,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ÇÌÇ©ÇÁ",16,28,21,7,6,12,12,0,10,5,19,0,33,4,0,5,0,2,6,5,4,3,0,0,0,0,1,0,2,2,2,8,1,8,5,32,7,2,14,37,21,17,19,3,2,0,2,0,1
"Ç¢Ç‚",14,11,18,2,1,26,12,1,3,4,16,1,9,6,9,0,0,1,8,2,1,2,1,0,1,1,16,6,39,8,3,12,7,0,9,29,9,3,10,27,24,7,12,2,1,0,5,0,1
"äC",17,21,11,2,1,11,16,0,84,2,5,25,47,0,0,3,5,0,0,14,0,8,1,8,2,2,0,0,4,6,1,9,0,2,0,9,3,24,4,8,9,0,7,0,0,0,0,1,4
"Ç≈Ç´",29,31,41,4,5,22,51,2,26,5,43,4,62,4,3,12,5,4,4,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,0,0,0,0,0
"òr",1,25,29,6,0,9,27,2,11,0,7,0,6,0,8,4,3,1,0,2,2,1,0,1,4,0,0,0,8,3,0,2,1,0,6,10,9,2,22,26,26,4,25,82,0,0,0,0,0
"è≠îN",13,48,12,0,9,19,70,0,11,62,17,18,34,2,0,0,0,10,0,0,0,2,0,4,0,1,0,1,1,0,0,15,0,0,0,10,0,2,3,5,0,1,1,0,0,1,0,2,0
"ä‘",24,31,22,5,0,29,20,0,17,3,18,0,46,8,2,8,5,2,4,3,3,4,1,8,5,2,7,1,23,4,1,16,6,0,3,7,4,4,4,7,4,3,6,1,1,0,2,0,0
"ñ{",9,28,20,0,0,12,14,2,25,2,24,0,45,3,1,3,0,10,1,1,3,0,0,2,4,11,4,1,22,0,1,9,0,2,0,27,11,2,4,19,13,11,17,2,1,1,1,0,2
"ìåãû",16,14,21,1,2,20,21,0,14,0,19,0,11,0,2,1,0,0,3,4,1,0,0,7,3,4,2,1,31,2,1,19,10,9,2,15,19,4,7,51,3,4,23,0,2,0,0,1,0
"éR",1,2,1,4,2,8,3,0,13,0,31,4,20,1,3,0,0,0,0,4,0,0,0,12,17,1,0,3,79,3,2,11,0,2,1,18,9,35,4,5,1,44,24,0,1,0,0,0,0
"Ç®Ç¢",10,12,8,0,0,9,9,2,4,0,15,0,11,0,1,3,0,0,2,4,6,2,0,0,9,0,6,3,6,8,6,21,1,5,15,36,17,7,12,46,12,16,27,7,1,0,1,0,1
"ê∂äà",12,29,29,0,5,28,62,1,15,0,52,1,24,5,6,1,10,4,9,4,1,0,1,0,2,1,10,6,2,0,1,3,1,0,1,4,5,1,2,16,0,1,1,0,0,0,0,0,3
"éÒ",5,7,5,1,1,3,5,0,7,0,11,0,17,0,1,0,0,0,1,0,2,1,0,1,10,3,17,7,20,2,4,17,2,0,18,20,18,6,24,30,40,16,30,7,0,0,0,0,0
"Ç†ÇΩÇË",12,15,25,0,2,13,13,1,17,0,23,5,25,0,2,3,3,4,0,13,0,0,1,2,3,3,6,2,14,1,1,16,2,2,3,11,10,7,11,37,6,25,16,0,1,0,1,0,0
"ÇÕÇ∂ÇﬂÇƒ",28,20,28,1,2,26,30,0,16,4,30,1,39,3,3,4,0,2,1,9,2,1,3,0,0,4,4,0,1,0,0,3,0,2,2,2,4,2,11,29,13,7,16,1,2,0,1,0,0
"ìπ",13,10,19,6,6,16,8,2,18,1,30,0,41,0,7,3,0,0,2,6,0,2,1,7,5,7,2,3,13,3,2,7,1,4,3,7,10,6,18,29,3,13,17,3,0,1,0,1,1
"é®",16,18,24,1,1,24,32,4,13,0,27,1,24,1,2,3,2,2,1,1,3,0,3,2,4,1,2,2,12,7,1,6,1,0,2,17,5,4,15,18,14,7,21,10,1,0,1,0,0
"êÊ",13,11,14,3,1,22,15,3,18,3,33,0,22,3,3,3,0,1,3,3,1,1,1,5,8,1,10,2,12,1,3,12,2,3,7,15,9,5,6,39,6,7,14,5,2,1,0,0,3
"å`",13,17,11,1,0,12,23,3,13,5,31,1,38,1,1,3,1,1,0,1,2,7,3,2,0,2,0,2,11,2,0,10,5,1,9,15,10,5,11,21,19,12,24,4,0,1,0,0,0
"äK",6,9,23,0,0,12,23,0,18,1,18,0,21,0,6,7,1,1,2,0,5,1,0,8,2,0,13,3,16,2,2,9,1,1,1,2,6,3,13,79,4,22,3,3,0,0,1,1,2
